bank_id,card_no,unique_id,transaction_id,amount,merchant_name,merchant_id,merchant_category,merchant_location,timestamp,Tag(high/low income),Tag (frequent/infrequent buyer),,,
41,**************,10041,11299,863,FLIPKART,8,Ecommerce,Mulund,1454661018,,,,2/5/2016,
19,**************,10019,11300,518,McDonalds,7,Restaurant,wadala,1456454881,,,,2/26/2016,
21,**************,10021,11301,1976,FLIPKART,15,Ecommerce,Matunga,1455642511,,,,2/16/2016,
38,**************,10038,11302,1597,Jabong,15,Ecommerce,Chandivali,1454525424,,,,2/3/2016,
48,**************,10048,11303,990,Shopclues,9,Ecommerce,wadala,1456487390,,,,2/26/2016,
17,**************,10017,11304,1407,Jabong,12,Ecommerce,Andheri,1457008388,,,,3/3/2016,
19,**************,10019,11305,1669,ZARA,15,Fashion,wadala,1456961268,,,,3/2/2016,
14,**************,10014,11306,907,Snapdeal,7,Ecommerce,Powai,1456145026,,,,2/22/2016,
50,**************,10050,11307,1305,ZARA,10,Fashion,Colaba,1454994683,,,,2/9/2016,
47,**************,10047,11308,141,Snapdeal,4,Ecommerce,Kalyan,1455430725,,,,2/14/2016,
17,**************,10017,11309,143,Jabong,3,Ecommerce,Kalyan,1456257291,,,,2/23/2016,
13,**************,10013,11310,591,FLIPKART,9,Ecommerce,Mulund,1454761180,,,,2/6/2016,
10,**************,10010,11311,1575,Red Chilli,10,Restaurant,Chandivali,1456897735,,,,3/2/2016,
39,**************,10039,11312,610,LEVIS,7,Fashion,Ghatkopar,1455107901,,,,2/10/2016,
10,**************,10010,11313,847,Adoro,6,Fashion,Kalyan,1456578823,,,,2/27/2016,
37,**************,10037,11314,407,Adoro,7,Fashion,Marine lines,1454425518,,,,2/2/2016,
25,**************,10025,11315,976,Shopclues,4,Ecommerce,Dombivali,1455977052,,,,2/20/2016,
48,**************,10048,11316,1201,MAKEMYTRIP,1,Travel,Sakinaka,1456457833,,,,2/26/2016,
12,**************,10012,11317,1450,Snapdeal,13,Ecommerce,Mulund,1455473683,,,,2/14/2016,
43,**************,10043,11318,239,FLIPKART,4,Ecommerce,Dadar,1457092216,,,,3/4/2016,
30,**************,10030,11319,1080,LEVIS,5,Fashion,Chandivali,1456941367,,,,3/2/2016,
30,**************,10030,11320,645,Adoro,10,Fashion,Sakinaka,1455789953,,,,2/18/2016,
8,**************,10008,11321,1151,Red Chilli,12,Restaurant,Ghatkopar,1454683408,,,,2/5/2016,
21,**************,10021,11322,280,Snapdeal,9,Ecommerce,Mulund,1456883169,,,,3/2/2016,
2,**************,10002,11323,1894,Adoro,4,Fashion,Andheri,1455410045,,,,2/14/2016,
43,**************,10043,11324,158,Adoro,14,Fashion,Kanjurmarg,1455347370,,,,2/13/2016,
2,**************,10002,11325,949,Dominos,13,Restaurant,Bhandup,1455109255,,,,2/10/2016,
15,**************,10015,11326,862,FLIPKART,6,Ecommerce,Matunga,1457003961,,,,3/3/2016,
41,**************,10041,11327,823,ZARA,9,Fashion,Sakinaka,1455784118,,,,2/18/2016,
13,**************,10013,11328,1669,Red Chilli,13,Restaurant,Andheri,1456010958,,,,2/20/2016,
19,**************,10019,11329,1365,Snapdeal,1,Ecommerce,Kanjurmarg,1455520560,,,,2/15/2016,
18,**************,10018,11330,998,Snapdeal,9,Ecommerce,Matunga,1455312229,,,,2/12/2016,
9,**************,10009,11331,372,Red Chilli,9,Restaurant,wadala,1455188877,,,,2/11/2016,
1,**************,10001,11332,1545,Snapdeal,6,Ecommerce,Marine lines,1456509153,,,,2/26/2016,
21,**************,10021,11333,1227,MAKEMYTRIP,11,Travel,Bhandup,1455002565,,,,2/9/2016,
19,**************,10019,11334,1410,Jabong,12,Ecommerce,Panvel,1454782650,,,,2/6/2016,
46,**************,10046,11335,715,Snapdeal,12,Ecommerce,Bhandup,1457333370,,,,3/7/2016,
50,**************,10050,11336,1089,YATRA,1,Travel,Kalyan,1457061050,,,,3/4/2016,
10,**************,10010,11337,1944,Adoro,10,Fashion,Sakinaka,1454459326,,,,2/3/2016,
17,**************,10017,11338,217,Travel Triangle,10,Travel,Dombivali,1454673046,,,,2/5/2016,
49,**************,10049,11339,402,Red Chilli,13,Restaurant,Chandivali,1457173655,,,,3/5/2016,
31,**************,10031,11340,390,Red Chilli,10,Restaurant,Sakinaka,1455538869,,,,2/15/2016,
18,**************,10018,11341,1652,Jabong,2,Ecommerce,Marine lines,1455510248,,,,2/15/2016,
18,**************,10018,11342,1693,Snapdeal,12,Ecommerce,Ghatkopar,1456669944,,,,2/28/2016,
49,**************,10049,11343,550,Dominos,9,Restaurant,Kanjurmarg,1454857062,,,,2/7/2016,
45,**************,10045,11344,903,Red Chilli,14,Restaurant,wadala,1454818641,,,,2/7/2016,
8,**************,10008,11345,502,Travel Triangle,11,Travel,Kalyan,1456714932,,,,2/29/2016,
18,**************,10018,11346,1798,Subway,8,Restaurant,Dombivali,1455045195,,,,2/9/2016,
32,**************,10032,11347,1704,Shopclues,10,Ecommerce,Marine lines,1455962454,,,,2/20/2016,
29,**************,10029,11348,1602,Snapdeal,8,Ecommerce,Colaba,1455333929,,,,2/13/2016,
13,**************,10013,11349,1007,KFC,3,Restaurant,Mulund,1456361629,,,,2/25/2016,
1,**************,10001,11350,486,LEVIS,13,Fashion,Santa cruz,1456997450,,,,3/3/2016,
37,**************,10037,11351,1996,Shopclues,7,Ecommerce,Mulund,1456739136,,,,2/29/2016,
1,**************,10001,11352,861,FLIPKART,2,Ecommerce,Sion,1454360868,,,,2/1/2016,
5,**************,10005,11353,1376,Red Chilli,2,Restaurant,Andheri,1454578668,,,,2/4/2016,
16,**************,10016,11354,744,ZARA,8,Fashion,Bhandup,1454943284,,,,2/8/2016,
21,**************,10021,11355,859,Jabong,4,Ecommerce,Panvel,1454829831,,,,2/7/2016,
15,**************,10015,11356,1210,Snapdeal,5,Ecommerce,Andheri,1454970615,,,,2/8/2016,
1,**************,10001,11357,1216,Subway,3,Restaurant,Andheri,1457019034,,,,3/3/2016,
18,**************,10018,11358,1466,FLIPKART,3,Ecommerce,Sakinaka,1454863486,,,,2/7/2016,
32,**************,10032,11359,1486,Jabong,8,Ecommerce,Andheri,1455223423,,,,2/11/2016,
38,**************,10038,11360,460,FLIPKART,3,Ecommerce,Andheri,1454630448,,,,2/5/2016,
28,**************,10028,11361,1519,LEVIS,15,Fashion,wadala,1456951472,,,,3/2/2016,
19,**************,10019,11362,926,Red Chilli,12,Restaurant,Kalyan,1456888989,,,,3/2/2016,
34,**************,10034,11363,705,Red Chilli,13,Restaurant,wadala,1455762712,,,,2/18/2016,
9,**************,10009,11364,1218,McDonalds,10,Restaurant,Sion,1454822498,,,,2/7/2016,
15,**************,10015,11365,320,MAKEMYTRIP,6,Travel,Kanjurmarg,1455321733,,,,2/13/2016,
40,**************,10040,11366,1471,LEVIS,13,Fashion,Chandivali,1456188871,,,,2/23/2016,
8,**************,10008,11367,787,Snapdeal,4,Ecommerce,Marine lines,1456862855,,,,3/1/2016,
44,**************,10044,11368,992,YATRA,13,Travel,Andheri,1456150565,,,,2/22/2016,
16,**************,10016,11369,1028,Travel Triangle,9,Travel,Kalyan,1455722030,,,,2/17/2016,
44,**************,10044,11370,1324,Adoro,5,Fashion,wadala,1456893772,,,,3/2/2016,
22,**************,10022,11371,854,Travel Triangle,1,Travel,Andheri,1454423181,,,,2/2/2016,
23,**************,10023,11372,1037,KFC,5,Restaurant,wadala,1455199254,,,,2/11/2016,
50,**************,10050,11373,1374,YATRA,13,Travel,Kalyan,1457170990,,,,3/5/2016,
43,**************,10043,11374,599,Dominos,12,Restaurant,Colaba,1455361579,,,,2/13/2016,
19,**************,10019,11375,1673,ZARA,15,Fashion,Ghatkopar,1456741821,,,,2/29/2016,
18,**************,10018,11376,1209,LEVIS,15,Fashion,Sakinaka,1457272501,,,,3/6/2016,
33,**************,10033,11377,1517,Dominos,10,Restaurant,Powai,1454744895,,,,2/6/2016,
43,**************,10043,11378,1034,KFC,1,Restaurant,Marine lines,1455054613,,,,2/9/2016,
8,**************,10008,11379,1561,McDonalds,5,Restaurant,Powai,1456410057,,,,2/25/2016,
39,**************,10039,11380,177,Shopclues,8,Ecommerce,Andheri,1456983106,,,,3/3/2016,
8,**************,10008,11381,1680,YATRA,9,Travel,wadala,1455987655,,,,2/20/2016,
22,**************,10022,11382,1968,Travel Triangle,2,Travel,Kanjurmarg,1455359032,,,,2/13/2016,
46,**************,10046,11383,1037,FLIPKART,4,Ecommerce,Kanjurmarg,1455404390,,,,2/13/2016,
32,**************,10032,11384,1581,KFC,14,Restaurant,Sion,1456944852,,,,3/2/2016,
20,**************,10020,11385,1660,Shopclues,1,Ecommerce,Chandivali,1456612461,,,,2/27/2016,
34,**************,10034,11386,1532,LEVIS,3,Fashion,Andheri,1455220476,,,,2/11/2016,
28,**************,10028,11387,454,MAKEMYTRIP,15,Travel,Matunga,1455859097,,,,2/19/2016,
4,**************,10004,11388,1747,YATRA,2,Travel,Chandivali,1455238739,,,,2/12/2016,
34,**************,10034,11389,1363,Adoro,9,Fashion,Ghatkopar,1457096004,,,,3/4/2016,
13,**************,10013,11390,1713,Red Chilli,1,Restaurant,wadala,1455117930,,,,2/10/2016,
44,**************,10044,11391,1347,Shopclues,8,Ecommerce,Dadar,1456864999,,,,3/1/2016,
35,**************,10035,11392,252,Travel Triangle,15,Travel,wadala,1455360646,,,,2/13/2016,
6,**************,10006,11393,1593,FLIPKART,9,Ecommerce,Kanjurmarg,1455361490,,,,2/13/2016,
50,**************,10050,11394,349,LEVIS,14,Fashion,Chandivali,1455929081,,,,2/20/2016,
29,**************,10029,11395,123,Adoro,12,Fashion,Ghatkopar,1455149938,,,,2/11/2016,
31,**************,10031,11396,1054,Jabong,13,Ecommerce,Andheri,1457101812,,,,3/4/2016,
33,**************,10033,11397,467,LEVIS,14,Fashion,Kanjurmarg,1455543930,,,,2/15/2016,
3,**************,10003,11398,698,Jabong,3,Ecommerce,Bhandup,1455431103,,,,2/14/2016,
21,**************,10021,11399,489,Snapdeal,11,Ecommerce,wadala,1456844657,,,,3/1/2016,
32,**************,10032,11400,427,ZARA,5,Fashion,Mulund,1456774495,,,,2/29/2016,
7,**************,10007,11401,1742,YATRA,3,Travel,Kalyan,1456622326,,,,2/28/2016,
18,**************,10018,11402,1241,Shopclues,4,Ecommerce,Panvel,1456880501,,,,3/2/2016,
44,**************,10044,11403,1292,McDonalds,3,Restaurant,Powai,1456106591,,,,2/22/2016,
21,**************,10021,11404,1131,Dominos,14,Restaurant,Dadar,1455569413,,,,2/15/2016,
33,**************,10033,11405,1720,YATRA,10,Travel,Matunga,1456209893,,,,2/23/2016,
27,**************,10027,11406,1462,FLIPKART,4,Ecommerce,Kanjurmarg,1456275186,,,,2/24/2016,
5,**************,10005,11407,1572,FLIPKART,3,Ecommerce,Sakinaka,1455486377,,,,2/14/2016,
19,**************,10019,11408,1841,Jabong,11,Ecommerce,Panvel,1455193068,,,,2/11/2016,
39,**************,10039,11409,1109,Red Chilli,3,Restaurant,Powai,1456168343,,,,2/22/2016,
2,**************,10002,11410,1747,Shopclues,2,Ecommerce,wadala,1457275531,,,,3/6/2016,
20,**************,10020,11411,545,Travel Triangle,4,Travel,Kalyan,1457325696,,,,3/7/2016,
20,**************,10020,11412,526,MAKEMYTRIP,15,Travel,Sakinaka,1455937509,,,,2/20/2016,
31,**************,10031,11413,496,KFC,10,Restaurant,wadala,1455359764,,,,2/13/2016,
24,**************,10024,11414,1916,McDonalds,9,Restaurant,Marine lines,1455758421,,,,2/18/2016,
47,**************,10047,11415,1988,Subway,2,Restaurant,Powai,1456515244,,,,2/26/2016,
20,**************,10020,11416,787,Red Chilli,9,Restaurant,Santa cruz,1454408638,,,,2/2/2016,
15,**************,10015,11417,539,Adoro,3,Fashion,Dadar,1454682545,,,,2/5/2016,
43,**************,10043,11418,1250,MAKEMYTRIP,4,Travel,Mulund,1456588625,,,,2/27/2016,
1,**************,10001,11419,593,Dominos,6,Restaurant,Mulund,1456503014,,,,2/26/2016,
48,**************,10048,11420,1825,Subway,2,Restaurant,Mulund,1454549703,,,,2/4/2016,
14,**************,10014,11421,987,Red Chilli,14,Restaurant,Bhandup,1455763520,,,,2/18/2016,
49,**************,10049,11422,1586,Snapdeal,10,Ecommerce,Dombivali,1455551404,,,,2/15/2016,
50,**************,10050,11423,1354,Adoro,13,Fashion,Kalyan,1455137814,,,,2/10/2016,
1,**************,10001,11424,828,YATRA,4,Travel,Ghatkopar,1455901375,,,,2/19/2016,
36,**************,10036,11425,1750,Jabong,6,Ecommerce,Powai,1456439321,,,,2/25/2016,
10,**************,10010,11426,910,MAKEMYTRIP,11,Travel,Sion,1456931249,,,,3/2/2016,
12,**************,10012,11427,1663,Adoro,9,Fashion,Ghatkopar,1454345875,,,,2/1/2016,
38,**************,10038,11428,496,Dominos,9,Restaurant,Kalyan,1455949333,,,,2/20/2016,
6,**************,10006,11429,1130,Jabong,12,Ecommerce,Matunga,1454319094,,,,2/1/2016,
3,**************,10003,11430,550,McDonalds,12,Restaurant,Colaba,1457118510,,,,3/4/2016,
8,**************,10008,11431,1879,McDonalds,3,Restaurant,Kalyan,1457304766,,,,3/6/2016,
35,**************,10035,11432,691,Shopclues,5,Ecommerce,Santa cruz,1455427134,,,,2/14/2016,
45,**************,10045,11433,995,Subway,1,Restaurant,Dadar,1455147184,,,,2/10/2016,
25,**************,10025,11434,1521,Adoro,1,Fashion,Andheri,1454747532,,,,2/6/2016,
14,**************,10014,11435,1982,Snapdeal,13,Ecommerce,Powai,1454376491,,,,2/2/2016,
4,**************,10004,11436,1581,Subway,8,Restaurant,wadala,1457014562,,,,3/3/2016,
47,**************,10047,11437,1488,Subway,1,Restaurant,Colaba,1454509154,,,,2/3/2016,
20,**************,10020,11438,217,KFC,5,Restaurant,Ghatkopar,1455134653,,,,2/10/2016,
42,**************,10042,11439,1811,Adoro,9,Fashion,Bhandup,1455016695,,,,2/9/2016,
38,**************,10038,11440,427,KFC,10,Restaurant,Dadar,1456387474,,,,2/25/2016,
42,**************,10042,11441,1395,LEVIS,4,Fashion,Kanjurmarg,1456615035,,,,2/27/2016,
37,**************,10037,11442,106,Adoro,7,Fashion,Marine lines,1456000843,,,,2/20/2016,
23,**************,10023,11443,1579,Travel Triangle,1,Travel,Matunga,1456735707,,,,2/29/2016,
43,**************,10043,11444,1970,Jabong,9,Ecommerce,Matunga,1455253152,,,,2/12/2016,
17,**************,10017,11445,568,Adoro,11,Fashion,Santa cruz,1456334867,,,,2/24/2016,
8,**************,10008,11446,348,YATRA,8,Travel,Kalyan,1456539008,,,,2/27/2016,
7,**************,10007,11447,196,YATRA,14,Travel,Mulund,1456605750,,,,2/27/2016,
13,**************,10013,11448,898,LEVIS,10,Fashion,Dadar,1457096427,,,,3/4/2016,
12,**************,10012,11449,1957,LEVIS,1,Fashion,Kanjurmarg,1454741830,,,,2/6/2016,
39,**************,10039,11450,1770,McDonalds,4,Restaurant,Sakinaka,1455415539,,,,2/14/2016,
16,**************,10016,11451,314,YATRA,1,Travel,Santa cruz,1457032554,,,,3/3/2016,
9,**************,10009,11452,1923,FLIPKART,3,Ecommerce,Mulund,1457014207,,,,3/3/2016,
12,**************,10012,11453,407,FLIPKART,3,Ecommerce,Sakinaka,1456268246,,,,2/23/2016,
37,**************,10037,11454,515,Adoro,15,Fashion,Mulund,1457039307,,,,3/3/2016,
50,**************,10050,11455,1227,Travel Triangle,9,Travel,Ghatkopar,1455582816,,,,2/16/2016,
27,**************,10027,11456,612,Red Chilli,1,Restaurant,Sakinaka,1455043521,,,,2/9/2016,
33,**************,10033,11457,1565,FLIPKART,12,Ecommerce,Bhandup,1454626103,,,,2/4/2016,
37,**************,10037,11458,1048,McDonalds,13,Restaurant,Kanjurmarg,1455022704,,,,2/9/2016,
44,**************,10044,11459,517,FLIPKART,12,Ecommerce,Chandivali,1455958462,,,,2/20/2016,
19,**************,10019,11460,1649,Dominos,4,Restaurant,Kalyan,1456047624,,,,2/21/2016,
36,**************,10036,11461,1085,Dominos,8,Restaurant,Kalyan,1457044756,,,,3/3/2016,
50,**************,10050,11462,1356,Red Chilli,1,Restaurant,Marine lines,1456783363,,,,2/29/2016,
27,**************,10027,11463,1261,MAKEMYTRIP,14,Travel,Mulund,1456767107,,,,2/29/2016,
26,**************,10026,11464,112,Jabong,12,Ecommerce,Dombivali,1457226592,,,,3/6/2016,
30,**************,10030,11465,1610,KFC,7,Restaurant,Bhandup,1454729637,,,,2/6/2016,
34,**************,10034,11466,1553,Snapdeal,3,Ecommerce,Powai,1454964830,,,,2/8/2016,
15,**************,10015,11467,400,Travel Triangle,5,Travel,Ghatkopar,1455708749,,,,2/17/2016,
13,**************,10013,11468,1930,Jabong,15,Ecommerce,Kalyan,1457089357,,,,3/4/2016,
45,**************,10045,11469,1334,Travel Triangle,10,Travel,Kalyan,1454397859,,,,2/2/2016,
38,**************,10038,11470,1458,Red Chilli,12,Restaurant,Kanjurmarg,1454620732,,,,2/4/2016,
26,**************,10026,11471,956,LEVIS,15,Fashion,Dombivali,1456984599,,,,3/3/2016,
4,**************,10004,11472,1813,McDonalds,13,Restaurant,Colaba,1455951660,,,,2/20/2016,
31,**************,10031,11473,900,ZARA,12,Fashion,Colaba,1456020143,,,,2/21/2016,
2,**************,10002,11474,578,Travel Triangle,2,Travel,Panvel,1456805498,,,,3/1/2016,
35,**************,10035,11475,969,KFC,1,Restaurant,Santa cruz,1456539541,,,,2/27/2016,
30,**************,10030,11476,1673,McDonalds,7,Restaurant,Sion,1455550751,,,,2/15/2016,
49,**************,10049,11477,1947,Subway,5,Restaurant,Panvel,1456865943,,,,3/1/2016,
11,**************,10011,11478,1386,Red Chilli,1,Restaurant,Bhandup,1455493565,,,,2/14/2016,
4,**************,10004,11479,1842,LEVIS,7,Fashion,Sion,1454918273,,,,2/8/2016,
2,**************,10002,11480,1217,Shopclues,12,Ecommerce,Dombivali,1455050513,,,,2/9/2016,
18,**************,10018,11481,1660,Subway,13,Restaurant,Dadar,1457204858,,,,3/5/2016,
44,**************,10044,11482,817,Jabong,1,Ecommerce,Andheri,1456432942,,,,2/25/2016,
29,**************,10029,11483,247,Adoro,9,Fashion,Kanjurmarg,1455374330,,,,2/13/2016,
45,**************,10045,11484,910,FLIPKART,5,Ecommerce,Kanjurmarg,1455599324,,,,2/16/2016,
16,**************,10016,11485,1619,LEVIS,7,Fashion,Bhandup,1455551972,,,,2/15/2016,
6,**************,10006,11486,245,FLIPKART,7,Ecommerce,Ghatkopar,1456251132,,,,2/23/2016,
7,**************,10007,11487,314,MAKEMYTRIP,6,Travel,Powai,1455880225,,,,2/19/2016,
22,**************,10022,11488,161,Subway,1,Restaurant,Andheri,1455691940,,,,2/17/2016,
40,**************,10040,11489,310,MAKEMYTRIP,14,Travel,Colaba,1456802307,,,,3/1/2016,
45,**************,10045,11490,1534,Dominos,5,Restaurant,Marine lines,1456150507,,,,2/22/2016,
31,**************,10031,11491,397,Red Chilli,8,Restaurant,Powai,1455222755,,,,2/11/2016,
41,**************,10041,11492,1185,FLIPKART,2,Ecommerce,Chandivali,1454449714,,,,2/2/2016,
14,**************,10014,11493,1867,YATRA,5,Travel,Ghatkopar,1456275081,,,,2/24/2016,
50,**************,10050,11494,1027,Adoro,1,Fashion,Powai,1455080096,,,,2/10/2016,
32,**************,10032,11495,145,Adoro,7,Fashion,Mulund,1456298953,,,,2/24/2016,
5,**************,10005,11496,991,McDonalds,4,Restaurant,Ghatkopar,1454778198,,,,2/6/2016,
9,**************,10009,11497,1807,Adoro,1,Fashion,Dombivali,1456166881,,,,2/22/2016,
23,**************,10023,11498,1844,Subway,15,Restaurant,Ghatkopar,1456302458,,,,2/24/2016,
30,**************,10030,11499,589,ZARA,4,Fashion,Bhandup,1455366778,,,,2/13/2016,
49,**************,10049,11500,1407,ZARA,12,Fashion,Panvel,1455368015,,,,2/13/2016,
4,**************,10004,11501,197,McDonalds,1,Restaurant,Colaba,1455991702,,,,2/20/2016,
45,**************,10045,11502,1585,KFC,10,Restaurant,Matunga,1454410600,,,,2/2/2016,
45,**************,10045,11503,422,Adoro,7,Fashion,Marine lines,1454350407,,,,2/1/2016,
1,**************,10001,11504,1833,Travel Triangle,7,Travel,Ghatkopar,1454892344,,,,2/8/2016,
42,**************,10042,11505,1744,Travel Triangle,14,Travel,wadala,1455298155,,,,2/12/2016,
33,**************,10033,11506,1740,MAKEMYTRIP,5,Travel,Kanjurmarg,1454506298,,,,2/3/2016,
16,**************,10016,11507,255,LEVIS,9,Fashion,Matunga,1456948443,,,,3/2/2016,
45,**************,10045,11508,1041,Snapdeal,10,Ecommerce,Kalyan,1456992360,,,,3/3/2016,
12,**************,10012,11509,551,Red Chilli,7,Restaurant,Kanjurmarg,1456141284,,,,2/22/2016,
24,**************,10024,11510,1748,Adoro,15,Fashion,Kalyan,1455312614,,,,2/12/2016,
12,**************,10012,11511,1870,McDonalds,5,Restaurant,Sion,1454785650,,,,2/6/2016,
34,**************,10034,11512,340,Red Chilli,8,Restaurant,Chandivali,1455085790,,,,2/10/2016,
14,**************,10014,11513,679,Red Chilli,2,Restaurant,Kalyan,1455333796,,,,2/13/2016,
18,**************,10018,11514,245,KFC,11,Restaurant,Marine lines,1456973944,,,,3/3/2016,
29,**************,10029,11515,1748,YATRA,8,Travel,Chandivali,1455436231,,,,2/14/2016,
28,**************,10028,11516,183,Adoro,6,Fashion,Matunga,1455601386,,,,2/16/2016,
4,**************,10004,11517,214,Subway,6,Restaurant,Sakinaka,1457190391,,,,3/5/2016,
3,**************,10003,11518,567,Dominos,1,Restaurant,Colaba,1454332787,,,,2/1/2016,
15,**************,10015,11519,830,Adoro,15,Fashion,Chandivali,1455031215,,,,2/9/2016,
23,**************,10023,11520,427,MAKEMYTRIP,1,Travel,Dombivali,1456474430,,,,2/26/2016,
29,**************,10029,11521,1537,YATRA,5,Travel,Chandivali,1454992363,,,,2/9/2016,
22,**************,10022,11522,1978,ZARA,5,Fashion,Sion,1455421827,,,,2/14/2016,
41,**************,10041,11523,1854,YATRA,8,Travel,Ghatkopar,1456126087,,,,2/22/2016,
14,**************,10014,11524,1735,Subway,12,Restaurant,Santa cruz,1455111071,,,,2/10/2016,
12,**************,10012,11525,280,FLIPKART,4,Ecommerce,Santa cruz,1455502886,,,,2/15/2016,
6,**************,10006,11526,1835,Shopclues,3,Ecommerce,Matunga,1454482997,,,,2/3/2016,
44,**************,10044,11527,1474,Shopclues,13,Ecommerce,Powai,1455186111,,,,2/11/2016,
41,**************,10041,11528,1800,McDonalds,6,Restaurant,Powai,1456498312,,,,2/26/2016,
47,**************,10047,11529,364,FLIPKART,1,Ecommerce,wadala,1456386729,,,,2/25/2016,
27,**************,10027,11530,171,KFC,5,Restaurant,Santa cruz,1454710816,,,,2/5/2016,
17,**************,10017,11531,171,MAKEMYTRIP,11,Travel,Chandivali,1455238787,,,,2/12/2016,
30,**************,10030,11532,454,LEVIS,15,Fashion,Sion,1455991640,,,,2/20/2016,
26,**************,10026,11533,1721,Subway,8,Restaurant,Andheri,1455293639,,,,2/12/2016,
37,**************,10037,11534,933,Jabong,11,Ecommerce,Marine lines,1457196925,,,,3/5/2016,
11,**************,10011,11535,1297,McDonalds,12,Restaurant,Sion,1456163665,,,,2/22/2016,
43,**************,10043,11536,1961,Shopclues,6,Ecommerce,Sakinaka,1455160176,,,,2/11/2016,
39,**************,10039,11537,189,Snapdeal,13,Ecommerce,Chandivali,1456821434,,,,3/1/2016,
30,**************,10030,11538,1583,YATRA,15,Travel,Chandivali,1454494671,,,,2/3/2016,
20,**************,10020,11539,1432,MAKEMYTRIP,3,Travel,Chandivali,1454728769,,,,2/6/2016,
44,**************,10044,11540,1188,YATRA,7,Travel,Dadar,1455931495,,,,2/20/2016,
16,**************,10016,11541,874,ZARA,4,Fashion,Mulund,1454397237,,,,2/2/2016,
16,**************,10016,11542,622,Adoro,2,Fashion,Andheri,1454575143,,,,2/4/2016,
7,**************,10007,11543,416,KFC,9,Restaurant,Panvel,1456643123,,,,2/28/2016,
21,**************,10021,11544,959,Subway,14,Restaurant,Sion,1454707107,,,,2/5/2016,
5,**************,10005,11545,281,Snapdeal,13,Ecommerce,Ghatkopar,1455691392,,,,2/17/2016,
33,**************,10033,11546,1466,McDonalds,8,Restaurant,Dombivali,1456321175,,,,2/24/2016,
47,**************,10047,11547,809,MAKEMYTRIP,4,Travel,Marine lines,1454887969,,,,2/7/2016,
41,**************,10041,11548,684,YATRA,11,Travel,Kanjurmarg,1456267757,,,,2/23/2016,
29,**************,10029,11549,578,FLIPKART,11,Ecommerce,Dadar,1454655620,,,,2/5/2016,
11,**************,10011,11550,1235,Snapdeal,7,Ecommerce,wadala,1457218699,,,,3/5/2016,
9,**************,10009,11551,158,Snapdeal,12,Ecommerce,Sion,1457213098,,,,3/5/2016,
46,**************,10046,11552,1489,YATRA,12,Travel,Sakinaka,1456286501,,,,2/24/2016,
22,**************,10022,11553,1010,KFC,7,Restaurant,Santa cruz,1454617137,,,,2/4/2016,
5,**************,10005,11554,1618,Shopclues,4,Ecommerce,Matunga,1455773470,,,,2/18/2016,
25,**************,10025,11555,591,FLIPKART,6,Ecommerce,Ghatkopar,1454813270,,,,2/7/2016,
27,**************,10027,11556,936,LEVIS,13,Fashion,Andheri,1456789037,,,,2/29/2016,
32,**************,10032,11557,399,Red Chilli,3,Restaurant,Kalyan,1457177973,,,,3/5/2016,
30,**************,10030,11558,566,Adoro,15,Fashion,Colaba,1456744820,,,,2/29/2016,
37,**************,10037,11559,619,LEVIS,9,Fashion,Marine lines,1456500192,,,,2/26/2016,
15,**************,10015,11560,1262,Subway,12,Restaurant,Santa cruz,1454824720,,,,2/7/2016,
6,**************,10006,11561,365,MAKEMYTRIP,4,Travel,Matunga,1457106167,,,,3/4/2016,
36,**************,10036,11562,1516,ZARA,3,Fashion,Ghatkopar,1456092964,,,,2/21/2016,
13,**************,10013,11563,660,Snapdeal,5,Ecommerce,Panvel,1455042508,,,,2/9/2016,
16,**************,10016,11564,833,Red Chilli,3,Restaurant,Sakinaka,1455757896,,,,2/18/2016,
48,**************,10048,11565,228,FLIPKART,9,Ecommerce,Dadar,1455230332,,,,2/11/2016,
43,**************,10043,11566,1174,Dominos,9,Restaurant,Bhandup,1457205558,,,,3/5/2016,
16,**************,10016,11567,1636,Dominos,5,Restaurant,Powai,1455274178,,,,2/12/2016,
18,**************,10018,11568,1634,YATRA,4,Travel,Kanjurmarg,1455443810,,,,2/14/2016,
19,**************,10019,11569,486,Jabong,4,Ecommerce,Santa cruz,1456528542,,,,2/26/2016,
3,**************,10003,11570,1380,MAKEMYTRIP,8,Travel,Dadar,1455262045,,,,2/12/2016,
49,**************,10049,11571,732,KFC,9,Restaurant,Panvel,1454381120,,,,2/2/2016,
30,**************,10030,11572,786,Dominos,7,Restaurant,Chandivali,1454499064,,,,2/3/2016,
20,**************,10020,11573,660,Snapdeal,6,Ecommerce,Marine lines,1456535591,,,,2/27/2016,
29,**************,10029,11574,506,Red Chilli,12,Restaurant,Santa cruz,1454718839,,,,2/6/2016,
37,**************,10037,11575,690,Subway,9,Restaurant,Bhandup,1454844918,,,,2/7/2016,
35,**************,10035,11576,1822,MAKEMYTRIP,11,Travel,Kanjurmarg,1456355895,,,,2/24/2016,
36,**************,10036,11577,1192,Jabong,3,Ecommerce,Andheri,1456742803,,,,2/29/2016,
3,**************,10003,11578,1372,Red Chilli,5,Restaurant,Dombivali,1456684703,,,,2/28/2016,
33,**************,10033,11579,1455,McDonalds,7,Restaurant,Chandivali,1455008569,,,,2/9/2016,
28,**************,10028,11580,383,YATRA,3,Travel,Chandivali,1454485558,,,,2/3/2016,
9,**************,10009,11581,1167,LEVIS,12,Fashion,Dadar,1454907986,,,,2/8/2016,
